[header]
width=16
height=100
tilewidth=64
tileheight=32
music=music/safe_room_theme.ogg
tileset=tilesetdefs/tileset_dungeon.txt
title=Long way

[tilesets]
tileset=../../../tiled/dungeon/tiled_collision.png,64,32,0,0
tileset=../../../tiled/dungeon/tiled_dungeon.png,64,128,0,0
tileset=../../../tiled/dungeon/set_rules.png,64,32,0,0
tileset=../../../tiled/dungeon/tiled_dungeon_2x2.png,128,64,0,16
tileset=../../../tiled/dungeon/door_left.png,64,128,-16,-8
tileset=../../../tiled/dungeon/door_right.png,64,128,16,-8
tileset=../../../tiled/dungeon/stairs.png,256,256,0,48

[layer]
type=background
data=
0,0,0,0,0,0,0,0,0,16,16,17,17,19,18,17,
0,0,0,0,0,0,0,0,0,16,18,19,18,19,16,16,
0,0,0,0,0,0,0,0,0,17,17,19,19,17,19,16,
0,0,0,0,0,0,0,0,0,19,16,16,19,16,18,19,
0,0,0,0,0,0,0,0,0,19,16,17,16,18,16,19,
18,17,19,16,19,16,17,16,18,17,16,18,18,19,19,19,
19,19,17,16,19,16,18,19,16,16,17,17,18,16,16,16,
18,18,16,17,19,18,16,18,19,16,17,19,16,16,17,18,
18,18,16,16,16,16,18,18,17,17,18,19,18,17,19,17,
17,19,16,19,16,18,18,16,18,18,18,16,19,18,19,16,
17,16,17,16,16,16,16,18,17,16,19,18,18,19,16,18,
18,18,19,18,19,18,0,0,0,0,0,0,0,0,0,0,
19,19,16,19,16,19,0,0,0,0,0,0,0,0,0,0,
19,17,19,19,16,16,0,0,0,0,0,0,0,0,0,0,
19,18,16,19,17,19,0,0,0,0,0,0,0,0,0,0,
16,16,16,16,16,19,0,0,0,0,0,0,0,0,0,0,
16,17,18,16,16,18,0,0,0,0,0,0,0,0,0,0,
19,17,18,18,16,17,0,0,0,0,0,0,0,0,0,0,
19,18,19,18,16,17,0,0,0,0,0,0,0,0,0,0,
16,19,16,17,18,17,0,0,0,0,0,0,0,0,0,0,
19,18,17,19,16,17,0,0,0,0,0,0,0,0,0,0,
19,17,18,17,16,16,0,0,0,0,0,0,0,0,0,0,
18,17,16,16,17,18,0,0,0,0,0,0,0,0,0,0,
16,18,16,19,17,18,0,0,0,0,0,0,0,0,0,0,
16,16,17,19,19,33,35,35,35,34,35,35,34,34,34,35,
18,18,18,19,19,33,34,35,35,35,32,32,32,35,32,34,
19,18,18,18,16,32,33,35,33,33,34,33,34,34,33,34,
19,19,17,18,17,35,32,32,35,32,34,32,32,35,32,35,
19,18,19,17,16,34,35,33,34,32,33,33,33,35,32,33,
17,19,19,16,18,34,35,35,32,35,32,33,34,32,32,35,
16,16,18,16,18,35,32,34,34,34,34,35,32,35,33,32,
18,16,16,17,19,34,34,34,33,35,35,35,32,32,34,35,
19,18,18,18,18,34,32,32,33,32,34,35,33,34,35,35,
16,18,17,16,18,32,34,35,34,34,34,35,32,33,35,33,
19,18,19,18,0,0,0,0,0,0,0,0,0,0,0,0,
17,18,18,17,0,0,0,0,0,0,0,0,0,0,0,0,
18,18,17,17,0,0,0,0,0,0,0,0,0,0,0,0,
17,17,16,19,0,0,0,0,0,0,0,0,0,0,0,0,
19,17,19,16,0,0,0,0,0,0,0,0,0,0,0,0,
16,18,16,18,0,0,0,0,0,0,0,0,0,0,0,0,
16,16,16,17,19,16,17,19,19,16,16,18,17,18,16,16,
18,16,16,16,17,17,19,18,18,18,18,17,18,17,17,19,
19,17,16,16,18,16,19,19,19,19,17,17,17,16,18,17,
19,17,17,16,16,16,16,16,18,17,19,16,17,18,18,16,
19,18,17,19,17,16,16,16,19,16,17,19,17,19,19,17,
17,17,16,16,18,19,16,16,19,16,17,17,19,18,17,19,
0,0,0,0,0,0,0,0,0,0,19,16,16,17,19,18,
0,0,0,0,0,0,0,0,0,0,18,18,19,18,18,19,
0,0,0,0,0,0,0,0,0,0,17,17,16,17,16,18,
0,0,0,0,0,0,0,0,0,0,17,16,16,16,18,19,
0,0,0,0,0,0,0,0,0,0,19,18,19,18,16,18,
18,17,16,17,16,16,17,19,16,17,18,18,18,16,17,17,
17,19,19,17,19,18,16,19,18,16,17,18,16,19,19,19,
19,17,16,19,17,16,18,18,16,16,19,18,19,16,16,19,
18,19,19,16,16,18,18,17,19,16,19,17,18,17,18,17,
17,19,18,19,18,19,18,19,17,17,19,19,19,18,16,16,
19,17,17,19,17,17,17,16,18,18,18,16,19,17,17,16,
18,17,19,19,19,17,17,16,19,19,17,19,19,17,18,17,
18,16,16,16,16,19,17,17,18,17,18,19,17,16,16,18,
18,16,18,19,18,16,16,16,16,19,19,16,17,18,18,18,
19,18,19,18,18,17,16,17,17,16,18,19,16,16,18,19,
0,0,0,0,0,0,0,0,0,0,19,17,18,18,17,19,
0,0,0,0,0,0,0,0,0,0,16,17,17,16,19,16,
0,0,0,0,0,0,0,0,0,0,18,18,16,17,17,18,
0,0,0,0,0,0,0,0,0,0,17,17,16,18,17,19,
0,0,0,0,0,0,0,0,0,0,16,19,17,18,16,17,
0,0,0,0,0,0,0,0,0,0,17,19,18,19,18,16,
18,19,17,19,16,16,19,16,16,19,18,16,19,16,16,19,
18,18,19,17,18,18,19,16,18,17,19,19,19,17,18,17,
16,17,18,16,17,18,19,17,18,19,19,18,18,17,18,16,
16,18,17,19,17,19,19,18,16,18,16,16,17,19,16,16,
17,16,16,19,18,17,19,17,19,18,17,17,19,19,17,17,
18,17,17,19,18,18,18,18,17,19,17,17,16,16,16,18,
19,17,18,18,19,18,18,16,19,16,16,16,17,17,18,19,
19,19,17,19,17,16,19,16,19,16,18,19,16,18,16,16,
16,17,18,19,18,16,16,19,19,16,17,18,19,19,18,19,
18,17,17,17,17,18,18,18,18,19,18,17,17,18,17,19,
18,19,19,17,19,19,17,17,17,17,18,16,17,16,19,18,
16,18,18,17,18,18,18,17,16,18,18,18,18,19,16,19,
16,16,18,19,16,17,16,19,18,18,19,19,17,19,19,19,
16,18,16,16,18,18,16,18,18,19,17,19,18,19,16,16,
19,18,19,17,17,17,16,18,16,18,18,19,18,18,17,19,
16,16,19,19,17,17,16,18,17,17,18,19,16,19,16,18,
17,18,16,16,16,19,18,19,19,19,16,19,19,19,18,17,
18,18,19,16,17,19,17,18,16,18,17,16,17,18,17,17,
18,17,19,19,16,19,16,17,18,18,19,48,16,17,19,16,
18,17,16,19,17,17,16,19,18,19,16,18,16,18,18,19,
18,19,16,18,16,17,19,19,19,18,18,17,17,16,16,17,
16,18,17,17,17,18,18,16,19,16,16,19,16,18,19,17,
17,18,16,18,16,19,17,16,19,18,16,19,16,18,18,18,
17,18,18,17,19,18,17,17,16,19,18,16,16,18,17,19,
16,18,18,17,19,16,16,19,16,17,19,16,18,17,18,19,
19,17,17,18,18,16,18,16,17,19,16,18,17,18,19,19,
18,17,19,17,17,19,17,17,17,19,18,16,19,18,18,19,
19,19,17,17,19,19,18,19,16,19,17,17,16,19,19,16,
19,19,17,18,18,18,17,19,16,19,18,18,17,19,19,17,
16,18,16,19,16,19,18,17,16,19,18,19,18,18,18,19,
16,17,17,16,19,19,16,17,17,18,17,19,17,18,17,19,
16,18,17,17,16,18,18,18,18,19,19,16,17,19,17,17,
18,19,18,16,16,17,18,19,16,16,16,17,17,16,19,18

[layer]
type=object
data=
0,0,0,0,0,0,0,0,0,77,69,69,69,69,69,78,
0,0,0,0,0,0,0,0,0,68,0,0,0,163,0,70,
0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,82,
0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,82,
0,0,0,0,0,0,0,0,0,102,0,284,0,0,0,82,
77,69,69,69,103,69,107,69,69,73,0,0,0,0,0,82,
68,129,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
68,0,0,0,0,91,83,83,83,83,83,83,83,83,83,95,
68,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,
106,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,
68,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,
108,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,
102,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,
68,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,
68,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,
106,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,
68,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,
68,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,
102,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,
104,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,
68,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,
106,0,0,0,0,90,77,69,103,107,69,69,107,103,69,78,
68,0,0,0,0,0,106,0,0,0,0,205,0,150,0,70,
68,0,0,0,0,0,102,0,0,0,0,204,0,0,0,82,
102,0,0,0,0,0,112,0,0,151,0,0,0,182,0,82,
68,0,0,0,0,0,102,0,0,0,0,0,0,136,0,82,
68,0,0,0,0,0,106,0,0,0,0,0,0,0,0,82,
106,0,0,0,0,0,100,134,0,0,0,0,161,0,0,82,
68,0,0,0,0,0,100,0,0,149,0,0,160,163,0,82,
68,0,0,0,0,0,106,0,0,0,0,0,161,144,0,82,
68,0,0,91,83,83,76,71,83,83,83,83,83,83,83,95,
102,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,
68,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,
68,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,
68,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,
106,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,
68,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,
68,0,0,90,81,69,69,69,69,69,69,69,69,69,69,78,
104,0,0,0,0,0,0,0,0,0,0,0,137,0,129,70,
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
68,160,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
68,162,163,0,0,0,0,0,0,0,0,0,0,0,0,82,
76,71,83,83,83,83,83,83,83,83,88,0,0,0,0,82,
0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,82,
0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,82,
0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,82,
0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,82,
0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,82,
77,69,107,69,103,69,107,69,69,69,64,0,0,0,0,82,
68,0,0,0,0,0,0,0,0,0,96,0,0,0,0,82,
68,0,192,0,0,0,0,0,0,0,64,0,0,0,0,82,
106,0,0,0,0,0,0,0,0,0,73,280,0,0,0,82,
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
102,0,0,0,264,0,0,0,0,0,0,0,0,0,0,82,
106,0,0,0,0,0,0,0,0,0,72,281,0,0,0,82,
68,0,192,0,0,0,0,0,0,0,64,0,0,0,0,82,
68,0,0,0,0,0,0,0,0,0,64,0,0,0,0,82,
76,71,83,83,83,83,83,83,83,83,64,0,0,0,0,82,
0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,82,
0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,82,
0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,82,
0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,82,
0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,82,
0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,82,
77,65,65,65,103,65,65,65,105,65,73,0,0,0,0,82,
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
102,0,151,177,178,0,151,0,0,0,167,0,0,0,0,82,
68,183,0,179,0,180,0,0,0,0,0,0,0,0,0,82,
68,0,127,123,123,123,124,0,0,0,0,0,0,0,0,82,
68,0,122,0,0,0,122,181,0,0,0,0,0,0,0,82,
108,0,122,0,195,180,122,0,0,0,0,0,0,0,0,82,
68,0,122,0,194,0,122,0,0,0,0,0,0,0,0,82,
104,0,122,0,181,0,122,0,0,0,0,0,0,0,0,82,
102,0,126,123,123,123,125,0,0,0,0,0,0,136,0,82,
68,0,0,164,0,0,0,0,0,0,0,0,0,0,0,82,
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
68,0,137,0,137,0,137,0,0,0,0,0,0,136,0,82,
68,0,0,0,0,180,0,0,0,0,0,0,0,0,0,82,
104,0,137,0,137,0,137,0,0,0,0,0,0,0,0,82,
68,0,0,0,0,0,0,0,0,0,0,0,0,136,0,82,
68,177,137,0,137,0,137,0,0,0,0,0,0,0,0,82,
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
68,0,137,0,137,0,137,0,0,0,0,51,0,0,163,82,
108,0,0,0,0,0,0,0,0,0,0,0,0,0,162,82,
68,0,137,0,137,0,137,0,0,0,0,0,0,0,0,82,
98,0,0,179,0,0,0,0,0,0,0,0,0,0,0,82,
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
68,0,134,0,0,0,0,0,0,0,0,0,0,0,0,82,
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
68,0,0,0,0,180,0,0,0,0,0,0,0,0,0,82,
