[header]
width=40
height=40
tilewidth=64
tileheight=32
music=music/cave_theme.ogg
tileset=tilesetdefs/tileset_dungeon.txt
title=Cell

[tilesets]
tileset=../../../tiled/dungeon/tiled_collision.png,64,32,0,0
tileset=../../../tiled/dungeon/tiled_dungeon.png,64,128,0,0
tileset=../../../tiled/dungeon/set_rules.png,64,32,0,0
tileset=../../../tiled/dungeon/tiled_dungeon_2x2.png,128,64,0,16
tileset=../../../tiled/dungeon/door_left.png,64,128,-16,-8
tileset=../../../tiled/dungeon/door_right.png,64,128,16,-8
tileset=../../../tiled/dungeon/stairs.png,256,256,0,48

[layer]
type=background
data=
46,38,43,39,40,44,37,41,47,44,42,40,40,39,43,43,36,44,40,43,42,46,37,40,40,43,47,45,40,41,47,46,37,38,41,38,36,36,46,47,
46,40,47,40,40,47,40,38,40,44,44,45,38,42,43,42,47,46,45,40,37,41,41,46,40,46,41,36,41,36,37,37,46,36,39,44,38,42,42,43,
46,42,46,37,38,39,43,38,44,45,36,38,39,44,37,39,40,46,44,44,40,38,47,42,44,44,44,36,38,38,42,41,46,47,47,44,44,44,42,42,
40,43,45,37,43,45,39,43,41,42,40,42,39,47,48,38,45,44,45,39,37,37,44,42,41,38,47,41,45,46,45,46,46,37,43,40,44,41,38,44,
45,41,39,39,36,47,37,36,40,37,42,44,41,42,43,36,43,47,43,42,44,38,37,37,40,41,37,46,36,45,45,40,48,45,47,47,43,45,37,36,
39,41,44,45,43,43,47,39,48,47,44,40,40,46,44,36,39,38,45,36,45,38,44,38,37,42,44,36,46,41,39,44,42,46,39,38,39,47,45,47,
41,41,47,37,36,46,44,45,44,45,39,43,47,45,44,41,38,47,45,42,37,37,45,40,48,40,40,41,46,44,38,42,42,47,45,45,36,44,41,40,
46,36,41,39,46,45,36,46,36,37,45,43,42,43,44,38,45,42,46,39,46,40,44,47,47,43,42,43,36,46,36,40,42,36,39,46,44,38,47,44,
44,37,41,42,40,46,44,40,45,46,37,41,44,44,41,44,45,45,46,46,36,45,43,42,43,40,41,37,43,47,41,43,46,38,45,38,46,44,39,39,
38,38,44,44,47,38,43,37,42,46,40,44,46,43,47,38,45,43,42,45,45,37,41,38,43,46,40,37,38,37,45,47,42,37,40,39,44,37,46,46,
45,41,39,45,38,36,43,44,41,39,36,43,44,43,36,42,40,39,42,38,41,45,37,37,43,40,42,45,36,41,36,36,47,39,43,44,36,44,39,42,
38,41,38,46,38,37,46,45,36,37,36,44,47,39,46,36,36,38,43,38,43,38,40,39,41,46,45,47,45,43,42,43,40,38,44,40,44,39,46,47,
40,42,43,46,39,43,47,47,43,36,43,37,42,42,36,44,47,47,42,45,47,41,40,44,44,39,43,42,38,38,43,44,43,37,37,37,43,41,44,43,
47,46,39,40,38,47,37,47,46,46,41,42,37,47,46,37,47,39,37,47,44,44,40,36,40,46,47,47,36,41,36,38,36,37,42,41,36,42,38,45,
37,37,38,45,38,42,36,45,38,38,39,39,41,41,41,42,46,36,46,36,41,48,47,47,38,38,36,38,48,39,47,45,42,43,45,38,43,46,42,43,
37,40,44,36,44,47,42,38,47,43,47,39,44,41,47,37,46,44,40,42,44,43,43,41,43,41,44,37,44,45,41,37,37,43,36,47,39,45,41,37,
46,39,16,43,39,42,43,45,42,41,46,47,43,47,40,36,37,44,42,42,45,45,41,36,47,36,39,36,45,36,46,44,37,47,37,47,41,38,47,47,
36,36,41,37,45,43,44,47,46,43,40,37,41,43,42,37,47,36,38,41,41,36,38,38,36,47,44,45,44,42,42,36,43,45,41,45,45,43,44,42,
43,42,40,46,37,47,43,41,46,38,38,41,37,39,42,45,39,38,37,40,39,47,43,37,37,36,48,42,44,44,45,40,45,44,46,38,44,38,46,43,
40,45,45,36,45,17,46,38,46,43,41,42,47,46,43,39,43,44,38,37,43,39,46,43,43,36,40,46,47,40,45,47,38,39,37,38,38,47,44,44,
42,36,36,38,46,38,16,0,0,0,0,0,0,0,0,0,0,41,39,40,44,36,39,37,38,36,41,44,42,43,40,45,39,40,42,45,42,43,44,38,
43,44,45,44,43,36,16,0,0,0,0,0,0,0,0,0,0,41,43,47,40,41,37,46,43,39,45,45,42,43,46,47,44,38,42,36,46,42,45,41,
43,38,39,40,36,45,16,0,0,0,0,0,0,0,0,0,0,44,44,45,41,42,39,39,42,38,40,44,39,47,47,47,36,39,42,42,38,45,44,36,
47,44,45,44,45,44,16,0,0,0,0,0,0,0,0,0,0,44,46,38,44,44,44,37,38,42,44,38,45,38,43,45,36,47,43,36,40,40,44,38,
39,42,37,41,38,37,16,0,0,0,0,0,0,0,0,0,0,47,45,36,38,40,39,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
44,38,41,37,44,47,16,0,0,0,0,0,0,0,0,0,0,45,39,46,45,46,39,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
47,47,37,40,39,39,16,0,0,0,0,0,0,0,0,0,0,41,44,38,47,47,44,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
36,40,44,42,47,47,16,0,0,0,0,0,0,0,0,0,0,44,39,40,46,40,43,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
46,36,41,46,40,45,16,0,0,0,0,0,0,0,0,0,0,38,36,36,46,43,41,42,0,0,0,0,0,0,46,42,43,42,41,42,47,38,39,37,
42,40,41,44,40,41,16,0,0,0,0,0,0,0,0,0,0,42,43,46,46,47,38,37,0,0,0,0,0,0,40,38,42,46,39,38,38,36,40,43,
44,36,37,39,40,39,16,0,0,0,0,0,0,0,0,0,0,38,40,39,37,38,43,43,0,0,0,0,0,0,44,46,38,45,38,42,36,47,40,46,
42,45,40,36,42,43,16,0,0,0,0,0,0,0,0,0,0,41,46,38,38,38,45,42,0,0,0,0,0,0,40,40,38,48,36,46,39,45,39,46,
36,36,41,38,43,46,37,43,37,36,42,40,39,41,39,38,47,46,45,41,36,46,38,46,38,41,44,45,42,36,42,39,41,41,39,46,38,39,36,43,
45,39,43,39,43,44,44,47,36,37,37,47,43,42,43,37,44,40,46,46,44,47,44,46,40,42,41,37,36,37,38,40,39,38,45,39,45,38,39,42,
47,36,47,45,36,42,41,43,47,48,44,43,41,43,44,37,38,47,44,42,42,44,40,36,46,43,36,41,46,47,42,45,42,37,42,44,44,41,47,38,
43,38,41,44,41,47,40,45,41,44,40,40,47,41,45,42,39,48,37,37,43,43,36,42,0,0,0,0,0,0,45,44,40,40,47,48,41,46,47,47,
43,37,36,39,44,38,42,41,45,42,47,38,44,44,36,43,42,38,46,37,42,42,36,41,0,0,0,0,0,0,41,37,43,47,42,38,43,45,43,39,
44,41,46,36,40,43,47,44,45,41,38,40,37,45,46,45,46,40,42,36,44,37,40,40,0,0,0,0,0,0,44,43,47,36,36,36,37,45,42,46,
41,45,47,46,39,46,47,46,41,44,37,42,37,37,39,46,43,37,44,41,39,43,41,37,0,0,0,0,0,0,45,37,36,39,36,44,42,36,40,38,
46,47,47,43,47,46,41,40,40,43,37,38,47,36,40,40,41,46,47,47,37,46,45,45,0,0,0,0,0,0,47,38,38,43,46,36,47,41,37,37

[layer]
type=object
data=
77,65,65,65,65,65,65,65,103,65,105,65,107,65,65,65,65,65,103,69,69,69,69,69,107,69,105,69,103,69,69,69,69,69,69,69,69,69,69,78,
68,0,0,0,0,0,0,0,0,181,0,0,0,178,0,180,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,135,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,82,
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,179,0,0,82,
68,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0,0,82,
104,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
68,0,0,0,0,0,179,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,177,0,0,0,82,
68,0,0,0,0,0,77,65,65,65,65,103,65,107,65,65,69,68,120,123,123,123,123,75,72,0,137,0,127,75,72,0,0,0,0,176,0,0,0,82,
68,181,0,0,0,0,104,128,0,122,147,0,0,0,0,0,0,68,0,0,137,0,146,74,73,120,123,123,125,74,73,0,0,0,0,0,0,0,0,82,
108,0,0,0,0,0,68,0,0,122,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
104,0,0,0,0,0,68,0,0,122,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
68,0,0,0,0,0,108,0,0,122,0,0,167,0,0,0,0,112,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
68,0,0,0,0,0,114,0,0,122,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
102,178,56,0,0,0,108,0,0,122,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
68,0,0,0,0,0,68,0,0,122,0,0,0,0,0,0,0,68,136,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
68,0,0,0,0,0,68,0,0,122,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,181,0,0,0,82,
68,0,0,0,0,0,76,71,83,83,83,83,83,83,83,83,83,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
77,69,97,105,69,65,78,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,176,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,82,
68,145,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
104,0,0,163,0,0,82,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
68,0,179,0,0,0,82,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,91,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,95,
68,178,0,0,0,162,82,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
108,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,102,0,0,180,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
68,0,0,163,0,0,82,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
